generation,N_shifts,eventRate
12690001,0,0.21994
12700001,0,0.21099
12710001,0,0.292687
12720001,1,1.00276
12730001,0,0.328873
12740001,0,0.0679364
12750001,0,0.355808
12760001,1,0.670493
12770001,3,0.904105
12780001,3,1.35252
12790001,6,9.98104
12800001,0,0.0356445
12810001,0,0.0440318
12820001,2,3.56332
12830001,0,2.8352
12840001,1,2.13564
12850001,1,4.47704
12860001,0,0.280652
12870001,0,0.457063
12880001,0,1.65518
12890001,0,1.25535
12900001,0,1.07563
12910001,0,0.416843
12920001,4,1.90525
12930001,0,0.989943
12940001,2,0.544598
12950001,0,0.132652
12960001,1,0.810137
12970001,1,0.0840249
12980001,0,0.808734
12990001,0,0.368158
13000001,1,1.04397
13010001,0,1.17713
13020001,1,4.28109
13030001,0,0.304882
13040001,0,0.305901
13050001,1,0.924265
13060001,0,0.443516
13070001,0,0.65541
13080001,1,1.41194
13090001,0,0.12574
13100001,2,1.68779
13110001,3,1.34664
13120001,0,1.6483
13130001,0,3.58469
13140001,1,1.75294
13150001,0,2.149
13160001,1,0.29045
13170001,0,0.38509
13180001,2,1.2514
13190001,0,0.147557
13200001,1,1.75584
13210001,1,0.92555
13220001,0,1.27604
13230001,1,0.842777
13240001,0,1.01796
13250001,0,0.676423
13260001,0,0.76447
13270001,1,0.145428
13280001,0,0.135377
13290001,0,0.370489
13300001,0,0.275241
13310001,0,1.0797
13320001,0,0.260904
13330001,1,1.05567
13340001,0,0.325498
13350001,2,0.531403
13360001,2,1.14478
13370001,1,1.23678
13380001,0,0.67189
13390001,4,0.255065
13400001,0,2.24228
13410001,1,1.983
13420001,2,0.416063
13430001,0,0.180863
13440001,0,0.188378
13450001,0,0.864018
13460001,1,1.14523
13470001,0,0.790052
13480001,1,1.64325
13490001,0,0.367812
13500001,2,0.641136
13510001,2,1.38742
13520001,3,2.50931
13530001,2,2.40143
13540001,0,1.32795
13550001,2,0.426662
13560001,3,1.37564
13570001,0,0.0380594
13580001,2,1.02633
13590001,1,0.277529
13600001,0,0.389218
13610001,1,2.22624
13620001,3,2.66134
13630001,0,0.0311095
13640001,3,2.84125
13650001,2,0.844583
13660001,0,0.521285
13670001,0,0.0750288
13680001,4,0.494148
13690001,1,0.13301
13700001,3,4.1636
13710001,0,0.0961483
13720001,1,0.76991
13730001,0,2.1933
13740001,1,0.659346
13750001,2,3.74921
13760001,0,0.77663
13770001,0,0.166048
13780001,1,1.43349
13790001,1,1.34991
13800001,0,0.122831
13810001,1,0.248081
13820001,1,0.317066
13830001,0,1.38754
13840001,3,0.91251
13850001,2,1.86525
13860001,0,0.644048
13870001,2,0.937744
13880001,3,1.39181
13890001,0,0.146034
13900001,1,0.376511
13910001,0,0.0714077
13920001,0,0.0589066
13930001,0,0.00964971
13940001,3,0.523059
13950001,2,1.64089
13960001,5,1.25826
13970001,1,0.247152
13980001,0,0.144194
13990001,1,0.590715
14000001,2,4.08856
14010001,0,0.377177
14020001,1,0.30466
14030001,2,0.95379
14040001,1,1.3415
14050001,0,0.498189
14060001,2,1.47124
14070001,2,2.25085
14080001,1,2.9888
14090001,0,0.133319
14100001,0,0.575494
14110001,7,0.601036
14120001,1,1.53282
14130001,2,1.29834
14140001,1,0.66262
14150001,0,0.896711
14160001,1,1.92901
14170001,0,0.0359353
14180001,0,0.717739
14190001,0,1.17264
14200001,1,1.44386
14210001,1,0.689483
14220001,4,3.5405
14230001,0,0.215871
14240001,0,0.235621
14250001,1,0.213367
14260001,2,2.13723
14270001,2,1.13475
14280001,1,1.51257
14290001,0,0.0358749
14300001,0,0.50304
14310001,1,0.910661
14320001,0,1.24889
14330001,4,0.752836
14340001,1,0.213605
14350001,0,0.831727
14360001,2,1.55463
14370001,0,0.153839
14380001,2,0.52554
14390001,0,0.0485154
14400001,2,0.294572
14410001,2,0.226103
14420001,0,0.287217
14430001,0,0.80943
14440001,3,2.22018
14450001,1,1.09447
14460001,0,0.365439
14470001,0,0.285
14480001,1,0.371781
14490001,3,0.916895
14500001,1,0.340473
14510001,1,0.820824
14520001,1,0.43327
14530001,0,0.107725
14540001,0,0.258223
14550001,2,1.28668
14560001,0,0.815126
14570001,1,0.965469
14580001,1,0.354685
14590001,0,0.465643
14600001,2,1.26182
14610001,2,0.0425924
14620001,0,0.564589
14630001,0,0.0904371
14640001,1,2.19425
14650001,1,0.49409
14660001,0,0.568039
14670001,3,3.27236
14680001,1,0.797742
14690001,0,0.179494
14700001,0,0.154724
14710001,0,0.344531
14720001,0,0.147351
14730001,5,2.68508
14740001,2,0.977013
14750001,1,2.48555
14760001,0,0.114956
14770001,0,0.00938817
14780001,0,1.46534
14790001,1,0.162994
14800001,2,2.04174
14810001,1,2.2149
14820001,3,2.41656
14830001,2,0.323934
14840001,1,0.272049
14850001,0,0.587712
14860001,2,1.31398
14870001,2,0.408523
14880001,0,0.480359
14890001,0,0.188387
14900001,2,0.894514
14910001,0,0.0124059
14920001,1,0.0659026
14930001,1,3.2022
14940001,0,0.0297624
14950001,3,2.10205
14960001,0,0.81347
14970001,0,0.122412
14980001,0,0.0910796
14990001,0,1.7786
15000001,0,0.369742
15010001,3,0.476539
15020001,0,0.932331
15030001,2,0.479642
15040001,0,0.681285
15050001,1,1.38882
15060001,0,3.55858
15070001,0,0.50953
15080001,1,1.13221
15090001,0,0.00518959
15100001,0,1.0568
15110001,1,0.394825
15120001,0,0.0924035
15130001,0,0.0732272
15140001,0,0.325658
15150001,3,0.367355
15160001,0,0.0602071
15170001,0,2.54455
15180001,3,2.65879
15190001,0,1.00606
15200001,1,0.340268
15210001,1,0.291507
15220001,0,0.0725151
15230001,1,3.02944
15240001,1,0.685674
15250001,0,0.0317914
15260001,0,1.22919
15270001,4,3.65863
15280001,2,1.68035
15290001,1,1.71958
15300001,0,0.328708
15310001,2,0.73787
15320001,1,1.99887
15330001,0,1.98874
15340001,0,0.89371
15350001,2,2.12526
15360001,0,0.0338644
15370001,0,0.1854
15380001,3,0.990918
15390001,0,0.834461
15400001,1,0.046342
15410001,0,2.89653
15420001,4,0.536031
15430001,0,0.740323
15440001,0,0.626752
15450001,0,0.41733
15460001,0,0.575286
15470001,0,0.748387
15480001,2,2.82843
15490001,0,0.38288
15500001,2,1.71865
15510001,1,1.79344
15520001,0,0.477828
15530001,1,2.29713
15540001,0,0.523157
15550001,0,0.183602
15560001,1,1.77934
15570001,1,0.610294
15580001,1,2.87145
15590001,1,2.95036
15600001,0,0.526842
15610001,0,0.376733
15620001,0,0.974794
15630001,1,1.11278
15640001,1,0.641229
15650001,1,0.262772
15660001,1,0.188311
15670001,1,0.808608
15680001,2,0.824143
15690001,1,0.655395
15700001,2,0.130738
15710001,2,1.36545
15720001,0,0.437949
15730001,1,1.96983
15740001,3,1.29319
15750001,3,0.688019
15760001,2,1.03285
15770001,0,3.28941
15780001,2,4.16213
15790001,0,0.178801
15800001,0,0.631961
15810001,1,1.54599
15820001,0,0.165027
15830001,1,1.95493
15840001,2,1.56188
15850001,0,0.159619
15860001,3,0.411371
15870001,0,0.39161
15880001,0,1.73638
15890001,1,0.691449
15900001,0,0.228253
15910001,0,0.4489
15920001,1,1.42571
15930001,0,2.05019
15940001,1,0.51462
15950001,0,0.424909
15960001,0,0.544816
15970001,2,1.38795
15980001,1,0.627759
15990001,1,0.406226
16000001,0,0.174604
16010001,0,1.77617
16020001,2,1.35816
16030001,3,0.424608
16040001,1,1.12867
16050001,0,0.457516
16060001,2,1.59712
16070001,2,1.11979
16080001,2,0.0763968
16090001,1,0.110437
16100001,0,0.259585
16110001,4,0.6523
16120001,1,3.02277
16130001,1,1.03856
16140001,0,0.313776
16150001,1,0.259536
16160001,3,2.8583
16170001,2,0.79673
16180001,0,0.20123
16190001,1,0.119965
16200001,1,3.66039
16210001,0,0.504515
16220001,0,0.264015
16230001,0,0.714239
16240001,0,0.365755
16250001,1,0.0890445
16260001,1,1.40247
16270001,3,2.12581
16280001,0,0.171413
16290001,0,1.3291
16300001,1,0.296799
16310001,2,0.146179
16320001,3,3.45697
16330001,2,0.654148
16340001,3,1.61908
16350001,1,1.15136
16360001,2,0.855192
16370001,0,0.0759315
16380001,1,1.46757
16390001,1,1.33549
16400001,4,1.33211
16410001,0,1.0516
16420001,1,0.526918
16430001,3,0.256718
16440001,1,0.499141
16450001,0,0.168777
16460001,0,0.242528
16470001,1,0.667886
16480001,2,1.19312
16490001,0,0.284564
16500001,3,2.93099
16510001,0,0.0121462
16520001,1,0.985591
16530001,1,0.0780933
16540001,0,0.316624
16550001,3,1.49879
16560001,2,0.322408
16570001,4,1.88713
16580001,2,0.620787
16590001,0,0.743615
16600001,1,1.985
16610001,2,0.610576
16620001,1,1.59379
16630001,0,0.0977592
16640001,1,2.50499
16650001,0,1.0505
16660001,0,0.325163
16670001,4,0.559748
16680001,2,1.84357
16690001,0,0.359968
16700001,0,2.48348
16710001,0,3.51885
16720001,2,0.803358
16730001,1,0.891666
16740001,0,0.106597
16750001,1,0.551667
16760001,2,1.35188
16770001,0,0.764176
16780001,3,1.79353
16790001,0,0.361969
16800001,0,0.236129
16810001,0,0.585622
16820001,0,0.324658
16830001,0,0.035265
16840001,4,0.402912
16850001,1,0.168906
16860001,1,2.22497
16870001,1,1.63511
16880001,1,2.71322
16890001,0,0.348604
16900001,1,1.27308
16910001,0,0.00670847
16920001,3,3.15894
16930001,1,1.31255
16940001,0,0.399381
16950001,4,0.696152
16960001,2,1.0579
16970001,1,0.204834
16980001,1,4.68418
16990001,0,0.436625
17000001,0,0.0656522
17010001,0,0.0205614
17020001,3,2.98357
17030001,0,0.00313114
17040001,2,1.16695
17050001,1,0.612423
17060001,0,0.116371
17070001,1,0.709868
17080001,0,1.30332
17090001,1,9.12606
17100001,1,1.14861
17110001,2,0.942864
17120001,1,0.136081
17130001,3,4.29736
17140001,0,0.0531321
17150001,0,0.0179205
17160001,1,0.880127
17170001,1,0.470218
17180001,0,0.262046
17190001,3,0.819779
17200001,0,0.366216
17210001,2,0.814766
17220001,0,0.68721
17230001,0,0.0974617
17240001,0,0.0604554
17250001,0,0.0371771
17260001,1,0.56548
17270001,0,0.161953
17280001,1,0.613398
17290001,1,2.4317
17300001,0,4.00471
17310001,0,0.168621
17320001,1,0.717985
17330001,0,0.0677086
17340001,4,0.437366
17350001,2,0.607388
17360001,1,3.20775
17370001,0,0.217028
17380001,0,0.121584
17390001,0,2.19046
17400001,2,0.869086
17410001,0,0.715139
17420001,2,0.407324
17430001,3,1.93401
17440001,0,0.851514
17450001,2,1.6319
17460001,0,0.889033
17470001,0,2.16889
17480001,2,1.48678
17490001,2,2.10449
17500001,1,4.0516
17510001,3,3.98136
17520001,2,1.04186
17530001,0,0.361006
17540001,3,0.503248
17550001,0,0.997845
17560001,2,0.313235
17570001,3,0.578978
17580001,0,0.101181
17590001,1,1.45278
17600001,0,0.501137
17610001,3,2.19447
17620001,0,0.507119
17630001,2,9.52863
17640001,0,0.961749
17650001,0,0.726853
17660001,0,0.391132
17670001,0,0.130812
17680001,2,0.569902
17690001,3,1.56588
17700001,0,1.44843
17710001,0,0.0304536
17720001,2,0.350305
17730001,1,0.14728
17740001,1,1.00676
17750001,1,0.741731
17760001,0,0.107406
17770001,0,0.17846
17780001,1,0.781515
17790001,0,0.220678
17800001,0,0.12217
17810001,1,0.121288
17820001,1,1.67281
17830001,0,0.347414
17840001,1,0.976899
17850001,2,1.7964
17860001,0,1.6119
17870001,0,0.280628
17880001,3,0.391534
17890001,0,1.36386
17900001,3,7.28225
17910001,0,0.826609
17920001,0,0.113639
17930001,0,0.0214175
17940001,0,0.257485
17950001,0,0.249035
17960001,2,1.57621
17970001,5,1.96981
17980001,1,1.57882
17990001,0,0.924426
18000001,2,0.52436
18010001,1,2.30019
18020001,0,0.0253984
18030001,1,0.655231
18040001,0,0.209307
18050001,1,1.80347
18060001,2,2.8049
18070001,1,0.399429
18080001,1,0.156649
18090001,1,0.805714
18100001,1,0.587077
18110001,2,0.741111
18120001,3,0.58377
18130001,1,0.288192
18140001,1,0.915931
18150001,0,0.163486
18160001,0,0.165785
18170001,2,0.0837116
18180001,1,0.594061
18190001,1,0.866639
18200001,1,1.20375
18210001,0,0.0960201
18220001,0,0.315593
18230001,0,0.071501
18240001,1,1.01461
18250001,0,0.387332
18260001,0,0.550734
18270001,0,0.0608585
18280001,1,0.160572
18290001,2,0.532489
18300001,2,0.793684
18310001,1,0.659299
18320001,0,2.5821
18330001,2,1.00271
18340001,3,3.32925
18350001,1,0.729179
18360001,1,0.605479
18370001,0,1.85753
18380001,0,0.288854
18390001,1,0.606319
18400001,1,1.43825
18410001,1,0.405739
18420001,0,0.201105
18430001,0,0.781894
18440001,2,0.909588
18450001,1,0.943114
18460001,0,0.111935
18470001,2,0.235842
18480001,0,0.487312
18490001,0,0.145178
18500001,0,0.840601
18510001,0,0.502342
18520001,0,0.530949
18530001,0,0.0849849
18540001,2,0.275239
18550001,1,0.986653
18560001,0,0.120647
18570001,1,4.0821
18580001,0,1.15196
18590001,1,1.30343
18600001,2,0.96821
18610001,0,0.0920103
18620001,4,0.425863
18630001,2,1.32062
18640001,2,1.5099
18650001,0,0.574956
18660001,5,5.10575
18670001,0,0.502227
18680001,1,0.57149
18690001,0,1.88881
18700001,2,2.07923
18710001,0,0.0578192
18720001,1,2.27529
18730001,1,1.00429
18740001,0,1.43744
18750001,1,3.61072
18760001,2,1.4172
18770001,1,1.07867
18780001,3,0.65709
18790001,0,0.341458
18800001,0,0.293771
18810001,1,0.569147
18820001,2,0.0394048
18830001,1,0.225993
18840001,1,0.374108
18850001,0,0.158864
18860001,1,0.202563
18870001,4,0.674679
18880001,1,1.27942
18890001,0,2.32241
18900001,1,0.599899
18910001,1,0.846893
18920001,0,0.486365
18930001,3,0.323864
18940001,0,0.104493
18950001,2,0.918956
18960001,0,0.378627
18970001,0,0.204574
18980001,2,1.48114
18990001,1,1.84494
19000001,0,0.241123
19010001,1,0.143175
19020001,1,1.32921
19030001,2,0.433361
19040001,0,0.178967
19050001,1,0.57664
19060001,0,0.578734
19070001,1,1.14158
19080001,0,0.329088
19090001,1,1.50083
19100001,1,0.452889
19110001,1,2.95453
19120001,1,0.826055
19130001,0,0.68188
19140001,0,0.371676
19150001,1,0.282529
19160001,0,0.138953
19170001,0,0.56219
19180001,2,1.78576
19190001,0,0.792173
19200001,2,0.763884
19210001,3,1.14548
19220001,0,2.90949
19230001,1,1.82982
19240001,2,4.35865
19250001,0,0.745405
19260001,0,1.41805
19270001,3,0.138033
19280001,0,0.906697
19290001,2,0.562392
19300001,2,0.716546
19310001,1,0.366903
19320001,3,0.961981
19330001,1,3.63056
19340001,0,1.78143
19350001,0,0.128333
19360001,1,0.48964
19370001,0,0.122924
19380001,0,0.114866
19390001,0,0.0990611
19400001,2,0.622177
19410001,2,0.406994
19420001,0,2.61611
19430001,1,1.45592
19440001,0,0.394794
19450001,3,2.03824
19460001,4,2.44402
19470001,1,0.954705
19480001,0,0.660067
19490001,5,1.51549
19500001,1,0.404402
19510001,0,1.36734
19520001,0,0.611814
19530001,0,0.148008
19540001,0,0.135843
19550001,0,0.100269
19560001,1,0.570241
19570001,0,0.0528972
19580001,2,2.98661
19590001,3,1.39048
19600001,2,1.10343
19610001,2,2.02952
19620001,0,0.0213333
19630001,3,0.344828
19640001,2,1.04214
19650001,0,0.181746
19660001,0,0.489933
19670001,0,0.39504
19680001,4,1.55325
19690001,2,1.18571
19700001,3,1.50845
19710001,2,0.687865
19720001,0,0.470087
19730001,0,0.168478
19740001,1,4.43185
19750001,0,0.355019
19760001,0,0.629404
19770001,3,0.887733
19780001,2,0.183728
19790001,1,0.235641
19800001,2,0.579941
19810001,0,0.397544
19820001,0,1.08171
19830001,2,3.59686
19840001,0,0.490614
19850001,0,0.221876
19860001,2,0.747122
19870001,0,0.0573441
19880001,2,0.5387
19890001,2,0.468781
19900001,0,0.354132
19910001,0,0.486389
19920001,2,1.61977
19930001,0,0.0950888
19940001,1,0.452393
19950001,1,3.39076
19960001,1,2.09359
19970001,0,0.804385
19980001,1,0.535273
19990001,2,1.57755
20000001,0,0.28761
20010001,1,0.362109
20020001,0,0.443686
20030001,1,0.0389046
20040001,0,0.0773467
20050001,0,0.060621
20060001,0,0.236351
20070001,2,3.63476
20080001,1,2.47994
20090001,1,1.75821
20100001,1,4.16045
20110001,2,0.997999
20120001,2,0.356983
20130001,1,1.91253
20140001,0,0.589142
20150001,2,1.69193
20160001,0,1.22218
20170001,1,0.876039
20180001,2,2.17132
20190001,0,2.01612
20200001,2,0.31376
20210001,2,0.350919
20220001,0,1.03335
20230001,0,2.08369
20240001,0,0.0633413
20250001,1,0.41139
20260001,0,1.64429
20270001,0,0.695191
20280001,1,0.240924
20290001,0,0.101715
20300001,3,2.8001
20310001,0,0.362765
20320001,1,2.49148
20330001,3,0.31728
20340001,1,0.336619
20350001,0,0.163675
20360001,0,0.477209
20370001,1,1.6827
20380001,0,0.0375445
20390001,0,0.270673
20400001,2,0.711
20410001,0,0.222007
20420001,0,1.35557
20430001,0,0.141421
20440001,2,2.26278
20450001,0,0.493179
20460001,0,3.1095
20470001,3,1.61106
20480001,0,0.795739
20490001,2,0.106982
20500001,0,0.335207
20510001,0,4.99188
20520001,1,0.548584
20530001,0,0.13347
20540001,2,0.657185
20550001,1,0.252095
20560001,1,0.688596
20570001,1,0.122604
20580001,0,0.892492
20590001,4,1.18059
20600001,0,0.643975
20610001,3,0.444396
20620001,0,0.118757
20630001,0,0.123822
20640001,0,0.701326
20650001,0,2.1334
20660001,1,0.955615
20670001,0,0.317284
20680001,3,0.918194
20690001,0,0.334456
20700001,0,1.05903
20710001,0,1.51505
20720001,3,2.16074
20730001,1,0.965357
20740001,1,0.622966
20750001,0,0.328447
20760001,0,0.637993
20770001,1,0.999188
20780001,1,1.33361
20790001,0,0.28453
20800001,0,0.0334736
20810001,1,0.247627
20820001,2,0.923932
20830001,0,0.0976767
20840001,3,1.30407
20850001,1,3.29997
20860001,0,0.0399691
20870001,1,0.685202
20880001,4,3.31134
20890001,1,1.50224
20900001,0,0.0108602
20910001,0,1.43
20920001,0,0.106565
20930001,0,0.641786
20940001,0,1.40088
20950001,0,0.605236
20960001,0,0.210988
20970001,2,0.774505
20980001,1,0.240335
20990001,0,1.16918
21000001,1,0.265371
21010001,0,0.761584
21020001,0,0.0691893
21030001,2,1.76288
21040001,0,0.351796
21050001,0,0.217149
21060001,0,0.578033
21070001,2,0.333134
21080001,1,0.997683
21090001,1,3.1281
21100001,1,0.735629
21110001,1,2.09702
21120001,0,0.0615858
21130001,0,0.307213
21140001,3,2.15088
21150001,1,1.08986
21160001,1,0.0336243
21170001,0,0.212761
21180001,2,0.965336
21190001,2,1.88777
21200001,0,1.9178
21210001,2,0.890777
21220001,6,0.409971
21230001,0,0.42386
21240001,1,0.987689
21250001,1,0.236461
21260001,0,0.86118
21270001,1,0.615524
21280001,0,0.161007
21290001,0,0.457307
21300001,0,1.11039
21310001,1,1.50855
21320001,4,1.42995
21330001,0,0.368716
21340001,3,0.78069
21350001,2,0.566117
21360001,0,0.00928978
21370001,4,0.900582
21380001,1,0.821139
21390001,1,0.981162
21400001,2,3.40161
21410001,0,1.10364
21420001,1,0.455929
21430001,1,0.506301
21440001,2,1.06466
21450001,0,0.374726
21460001,0,0.932284
21470001,0,1.02668
21480001,2,3.96314
21490001,0,0.85916
21500001,2,1.17633
21510001,0,0.107977
21520001,0,0.594531
21530001,2,0.751693
21540001,1,3.71762
21550001,3,0.913835
21560001,3,0.338988
21570001,0,0.626169
21580001,1,0.862597
21590001,0,0.0252951
21600001,1,0.471235
21610001,0,0.132478
21620001,2,0.222704
21630001,2,0.834986
21640001,2,1.20607
21650001,0,1.12705
21660001,0,1.11035
21670001,2,0.459941
21680001,0,1.02503
21690001,3,1.54712
21700001,0,0.138067
21710001,3,0.688346
21720001,0,0.389047
21730001,0,0.275401
21740001,3,0.89946
21750001,3,3.2563
21760001,0,1.05509
21770001,0,0.335527
21780001,0,0.852654
21790001,0,0.880124
21800001,3,0.215632
21810001,0,0.846095
21820001,0,0.251483
21830001,1,1.22365
21840001,1,1.96426
21850001,1,1.77832
21860001,4,1.26205
21870001,0,0.896597
21880001,2,0.916421
21890001,0,0.402007
21900001,2,0.141255
21910001,2,0.841612
21920001,0,0.282924
21930001,3,3.20044
21940001,1,0.312231
21950001,2,2.24671
21960001,1,1.78433
21970001,1,1.196
21980001,0,0.736999
21990001,1,0.230165
22000001,0,0.688673
22010001,0,0.122726
22020001,3,1.0468
22030001,2,1.59626
22040001,0,0.184075
22050001,1,1.67296
22060001,0,0.143251
22070001,1,1.24579
22080001,0,0.0910748
22090001,0,0.121672
22100001,0,0.301096
22110001,3,2.39424
22120001,0,0.504821
22130001,0,0.476971
22140001,0,0.131237
22150001,0,1.02443
22160001,2,0.62652
22170001,2,0.625682
22180001,0,0.244931
22190001,0,0.353214
22200001,1,2.35213
22210001,0,0.21226
22220001,1,0.723753
22230001,2,1.73072
22240001,0,1.47728
22250001,1,0.692408
22260001,1,0.769394
22270001,3,1.51789
22280001,3,3.96059
22290001,0,0.686191
22300001,1,0.670776
22310001,0,0.410493
22320001,1,0.713999
22330001,4,3.44123
22340001,2,4.11792
22350001,1,2.93537
22360001,1,1.65862
22370001,4,0.193341
22380001,3,1.82868
22390001,0,0.0182613
22400001,1,0.493046
22410001,2,1.17548
22420001,0,0.54328
22430001,1,0.465643
22440001,0,2.34408
22450001,1,1.78344
22460001,1,0.756881
22470001,2,2.68043
22480001,1,0.127559
22490001,1,0.359288
22500001,0,0.270168
22510001,3,1.8448
22520001,3,0.0922578
22530001,0,0.444523
22540001,0,0.00157322
22550001,1,0.082637
22560001,0,0.105008
22570001,2,0.884149
22580001,1,0.834623
22590001,3,1.43165
22600001,0,0.0914092
22610001,1,1.30969
22620001,2,0.212612
22630001,0,0.199654
22640001,2,1.76754
22650001,1,1.98324
22660001,2,2.6826
22670001,0,0.00940379
22680001,0,0.962945
22690001,0,0.088985
22700001,0,0.867052
22710001,2,5.58076
22720001,1,1.76452
22730001,2,2.77326
22740001,1,0.811756
22750001,1,0.61856
22760001,2,1.69277
22770001,0,0.309487
22780001,2,2.24551
22790001,1,0.176089
22800001,2,4.63747
22810001,0,0.0958289
22820001,0,1.96355
22830001,2,0.795342
22840001,2,2.22039
22850001,0,0.451204
22860001,0,0.467441
22870001,2,0.745378
22880001,4,1.58175
22890001,0,0.165876
22900001,3,1.38378
22910001,1,1.69517
22920001,3,1.2932
22930001,0,0.358354
22940001,2,2.32724
22950001,0,0.466673
22960001,0,0.789244
22970001,1,4.08743
22980001,3,2.02143
22990001,3,0.332909
23000001,3,3.54861
23010001,0,0.461405
23020001,5,0.470301
23030001,3,0.141079
23040001,0,0.390217
23050001,0,0.932667
23060001,3,2.18952
23070001,0,1.01264
23080001,2,0.927239
23090001,1,2.56437
23100001,2,2.56156
23110001,0,0.0877085
23120001,2,1.60549
23130001,1,1.22215
23140001,0,0.610709
23150001,1,0.522393
23160001,0,1.39752
23170001,3,2.11416
23180001,3,0.939184
23190001,0,0.175106
23200001,0,0.547658
23210001,0,0.0706653
23220001,0,1.19384
23230001,0,0.145805
23240001,0,0.464805
23250001,2,2.5119
23260001,3,4.17554
23270001,2,0.698534
23280001,0,1.39954
23290001,2,0.190714
23300001,2,0.399461
23310001,0,0.151934
23320001,1,0.365913
23330001,1,0.784172
23340001,2,0.64842
23350001,2,2.20573
23360001,2,4.02135
23370001,0,0.553374
23380001,2,0.527639
23390001,0,1.49503
23400001,1,2.33695
23410001,0,0.36475
23420001,1,1.14205
23430001,1,0.363534
23440001,1,0.155746
23450001,0,0.934829
23460001,0,0.752311
23470001,0,0.493991
23480001,0,0.167469
23490001,0,1.31883
23500001,4,0.637574
23510001,0,0.315276
23520001,0,1.57801
23530001,1,1.39446
23540001,2,2.32492
23550001,5,0.34027
23560001,3,3.00613
23570001,8,0.641628
23580001,1,1.92775
23590001,1,0.447936
23600001,1,2.57263
23610001,0,1.97605
23620001,0,0.103559
23630001,2,0.785584
23640001,1,1.23126
23650001,0,1.00058
23660001,1,1.55051
23670001,0,0.0537188
23680001,0,0.484215
23690001,2,0.424385
23700001,3,1.15509
23710001,4,1.67726
23720001,0,0.00320461
23730001,0,0.705839
23740001,0,0.151912
23750001,0,0.627332
23760001,1,1.23769
23770001,3,0.322783
23780001,3,0.210025
23790001,1,0.957608
23800001,1,0.687932
23810001,1,4.12478
23820001,1,0.984644
23830001,1,0.299732
23840001,1,3.61387
23850001,0,0.099062
23860001,0,0.19122
23870001,1,5.20519
23880001,1,0.336829
23890001,2,0.527654
23900001,2,5.27466
23910001,0,1.14767
23920001,0,0.20456
23930001,0,1.35119
23940001,1,0.300607
23950001,0,0.421043
23960001,1,1.167
23970001,0,0.743704
23980001,0,0.14422
23990001,0,0.576504
24000001,0,0.0236775
24010001,3,1.48027
24020001,0,0.13702
24030001,2,3.46815
24040001,1,1.56149
24050001,3,3.28948
24060001,2,1.0826
24070001,2,0.399056
24080001,0,0.369481
24090001,0,0.104395
24100001,1,6.26589
24110001,1,1.31131
24120001,2,0.528686
24130001,0,0.295696
24140001,0,4.9875
24150001,0,1.18343
24160001,0,0.255214
24170001,2,1.16745
24180001,0,1.18759
24190001,1,0.606897
24200001,2,0.927984
24210001,0,0.0855667
24220001,0,0.673536
24230001,1,1.02944
24240001,0,1.04605
24250001,3,1.59935
24260001,2,0.102073
24270001,0,0.0515987
24280001,2,1.11789
24290001,2,3.55922
24300001,1,2.42397
24310001,1,2.14971
24320001,0,0.0253803
24330001,0,0.801773
24340001,1,0.264172
24350001,0,0.00133006
24360001,0,0.552437
24370001,0,0.171901
24380001,1,0.21295
24390001,0,0.53819
24400001,1,0.280524
24410001,0,1.30495
24420001,0,0.249089
24430001,1,0.844792
24440001,1,0.781569
24450001,0,1.07866
24460001,0,0.763656
24470001,0,0.42172
24480001,0,0.089371
24490001,0,1.16014
24500001,0,1.80154
24510001,0,0.168956
24520001,5,1.86263
24530001,2,1.92778
24540001,1,0.981704
24550001,2,2.14069
24560001,0,0.173505
24570001,1,1.56389
24580001,1,0.908527
24590001,1,0.340133
24600001,0,0.0304954
24610001,1,1.88804
24620001,0,0.230322
24630001,1,0.675891
24640001,6,0.633587
24650001,0,0.299264
24660001,2,1.926
24670001,0,0.453178
24680001,3,0.867834
24690001,1,1.69563
24700001,0,0.476786
24710001,1,2.39415
24720001,0,0.654322
24730001,2,1.2474
24740001,0,0.308605
24750001,1,0.618046
24760001,0,0.105619
24770001,1,0.902215
24780001,0,2.64413
24790001,0,0.0636871
24800001,0,0.728863
24810001,1,0.534195
24820001,0,0.351741
24830001,3,5.85909
24840001,0,0.109329
24850001,0,1.47158
24860001,1,5.56507
24870001,5,1.68699
24880001,1,1.93281
24890001,0,0.236535
24900001,4,0.535999
24910001,3,4.46273
24920001,1,0.459388
24930001,1,4.11651
24940001,0,1.29015
24950001,1,0.704884
24960001,2,1.03267
24970001,0,0.443864
24980001,3,0.94173
24990001,0,0.0621136
25000001,1,2.0817
25010001,1,0.62047
25020001,1,0.560083
25030001,0,0.179313
25040001,0,0.196984
25050001,2,3.7214
25060001,1,0.232135
25070001,0,0.339383
25080001,0,0.114913
25090001,3,5.94517
25100001,1,2.27311
25110001,0,0.614908
25120001,2,0.352834
25130001,1,0.904604
25140001,0,0.510117
25150001,0,0.0759346
25160001,0,0.364144
25170001,0,0.225664
25180001,2,3.04105
25190001,0,0.0968639
25200001,4,1.41437
25210001,0,0.0214265
25220001,1,0.834927
25230001,0,0.169923
25240001,1,0.13997
25250001,3,1.02594
25260001,1,1.71686
25270001,2,1.98072
25280001,3,0.329464
25290001,1,0.444954
25300001,0,1.60417
25310001,0,0.057349
